,event_id,text
0,1,петербург проходить митинг против передача исаакиевский собор рпц санкт петербург человек устраивать акция протест против передача исаакиевский собор безвозмездный пользование рпц житель петербург собираться исаакиевский площадь высказываться против передача исаакиевский собор безвозмездный пользование рпц передавать тасс акция проходить формат встреча депутат законодательный собрание город требовать согласование власть участник акция использовать либо символика плакат также мегафон средство звукоусиление слово депутат алексей ковалев исаакиевский площадь приходить примерно тысяча человек участник протест выступать депутат местный парламент борис вишневский максим резник заявлять потребовать отмена решение смольный вишневский сообщать акция проходить вид встреча депутат избиратель закон санкт петербург предоставлять право встречаться избиратель встреча проводить рассказывать защищать интерес передача собор сказать парламентарий очередь директор музей исаакиевский собор николай буров проинформировать собор пятница закрывать намного рано связь акция протест подчеркивать необходимо избегать стычка сторонник передача собор противник ранее известно собор передавать безвозмездный пользование русский православный церковь лицо московский патриархат оставаться собственность петербург время петербург продолжаться сбор подпись петиция отмена данный решение документ поставлять подпись тысяча человек комментарий интересный статья петербург_проходить митинг_против передача_исаакиевский собор_рпц санкт_петербург акция_протест против_передача исаакиевский_собор безвозмездный_пользование житель_петербург исаакиевский_площадь высказываться_против передача_исаакиевский собор_безвозмездный пользование_рпц передавать_тасс акция_проходить формат_встреча депутат_законодательный требовать_согласование участник_акция использовать_либо символика_плакат также_мегафон средство_звукоусиление алексей_ковалев исаакиевский_площадь тысяча_человек выступать_депутат местный_парламент борис_вишневский максим_резник отмена_решение акция_проходить вид_встреча депутат_избиратель санкт_петербург передача_собор директор_музей исаакиевский_собор николай_буров акция_протест избегать_стычка сторонник_передача ранее_известно передавать_безвозмездный пользование_русский православный_церковь московский_патриархат оставаться_собственность продолжаться_сбор подпись_петиция отмена_данный поставлять_подпись тысяча_человек
1,1,lenta co москва ситуация передача исаакиевский собор ведение рпц история собор читать оригинал публикация ссылка видео считать храм исаакиевский собор невероятный творение огюст монферран отныне основание губернатор петербург патриарх московский русь договариваться собор принадлежать город передавать русский православный церковь губернатор георгий полтавченко сообщать начало неделя разговор передача собор рпц идти давно новость равно производить сильный эффект пара сотня противник решение выходить вчера митинг собор поодаль минута митинговать обсуждать вопрос сохранять исаакиевский музей прежний возможность новый статус передача безвозмездный пользование церковь вопрос финансирование приходиться решать заново рпц заявлять исключать получение город субсидия содержание здание появляться версия передача собор лишь определенный срок время возникать впечатление речь идти легендарный исаакий просто объект разбираться надежда гусаров выход закон передача религиозный организация религиозный имущество находиться государственный собственность санкт петербург передавать русский православный церковь объект наступать очередь исаакиевский собор творение монферран оставаться собственность петербург церковь получать безвозмездный пользование юридический статус меняться санкт петербург оставаться собственник здание заявлять вица губернатор санкт петербург михаил мокрецов нынешний исаакиевский собор четвертый счет место сердце петербург история храм музей стена представлять наглядно небольшой деревянный церквушка построить приказ петр грандиозный символ петербург возводить огюст монферран строительство длиться участвовать около четыреста тысяча рабочий многий погибать стройка век золочение купол собор человек отравляться пара ртуть зато потомок восхищаться смелость инженерный решение особый конструкция купол собранный отдельный сфера раскапывать данный связанный строительство американский капитолий оказываться выполнять практически чертеж исаакиевский собор купол совпадать кой разница примерно процент удивлять выяснять демократия находиться крыша рассказывать хранитель экспозиция музей исаакиевский собор сергей окунев золоченый купол исаакиевский собор памятник мужество ленинградец блокада хороший мишень немецкий бомбардировщик защищать горожанин покрывать купол литр зеленый краска хотя стена колонна испещрять осколок снаряд бомба прямой попадание купол собор случаться революция несколько исаакий главный храм страна святой патриарх тихон избрание москва впервые посещать петроград середина служить исаакиевский собор служба собираться сто тысяча человек отмечать протоиерей председатель отдел взаимоотношение церковь общество санкт петербургский епархия александр пелин исаакиевский собор музей пока успешный предприятие культура страна миллион турист приносить ежегодный доход миллион рубль музей содержать сотрудник реставрация провожать собственный средство кстати именно благодаря высокий экономический показатель собор передавать рпц решение передача главное экономика судьба сотрудник музей таки штатный сотрудник плюс временный летний сотрудник значит порядок семья конструкция благополучно развитие существовать малое должный претерпевать изменение бояться предполагать говорить директор музей памятник исаакиевский собор николай буров известие русский православный церковь получать исаакиевский собор безвозмездный пользование всколыхивать общественность довод против предостаточно противник передача говорить строиться собор казенный деньги революция государственный церковный управление церковный служба проходить музей ежедневно сторонник передача говорить храм должный первый очередь храм музей существовать ситуация музей богослужение храм музейный деятельность прокомментировать председатель синодальный информационный отдел московский патриархат владимир легойд сказать передача исаакий православный церковь поставлять музей крест музейный деятельность собор продолжаться неизвестно средство вход храм свободный значит деньги реставрация научный работа приходиться изыскивать место исаакиевский собор передавать русский православный церковь процесс передача исаакиевский собор русский православный церковь занимать несколько процесс передача исаакиевский собор церковь затягиваться известный деталь передача исаакиевский собор рпц фото передача_исаакиевский собор_ведение исаакиевский_собор огюст_монферран губернатор_петербург русский_православный губернатор_георгий передача_собор безвозмездный_пользование передача_собор речь_идти передача_религиозный государственный_собственность санкт_петербург русский_православный исаакиевский_собор оставаться_собственность безвозмездный_пользование санкт_петербург вица_губернатор санкт_петербург михаил_мокрецов исаакиевский_собор огюст_монферран исаакиевский_собор примерно_процент музей_исаакиевский исаакиевский_собор исаакиевский_собор тысяча_человек санкт_петербургский исаакиевский_собор миллион_рубль передавать_рпц решение_передача директор_музей памятник_исаакиевский собор_николай русский_православный исаакиевский_собор безвозмездный_пользование противник_передача сторонник_передача музейный_деятельность московский_патриархат передача_исаакий православный_церковь музейный_деятельность исаакиевский_собор русский_православный передача_исаакиевский собор_русский православный_церковь передача_исаакиевский передача_исаакиевский собор_рпц
2,1,аргумент факт aif москва оппозиция проводить митинг против передача исаакиевский собор рпц протестный мероприятие собирать около тысяча человек москва аиф москва депутат законодательный собрание санкт петербург фракция яблоко борис вишневский сообщать исаакиевский собор проводить митинг протест против передача собор русский православный церковь передавать рбк сообщаться мероприятие первый серия протестный акция участник мероприятие около тысяча человек кроме вишневский организатор выступать депутат заксобрание максим резник партия рост алексей ковалев справедливый россия также депутат добавлять настоящий время готовиться иск оспаривание передача собор речь идти грубый нарушение закон передача религиозный организация имущество религиозный назначение находиться государственный муниципальный собственность ранее сообщаться собор передавать безвозмездный пользование рпц просьба патриарх кирилл тысяча человек выступать против передача исаакиевский собор рпц ранее рпц отказывать просьба передавать собор ivan smelov митинг_против передача_исаакиевский собор_рпц около_тысяча депутат_законодательный собрание_санкт борис_вишневский исаакиевский_собор протест_против передача_собор русский_православный около_тысяча выступать_депутат максим_резник партия_рост алексей_ковалев справедливый_россия настоящий_время передача_собор речь_идти нарушение_закон передача_религиозный имущество_религиозный назначение_находиться государственный_муниципальный ранее_сообщаться передавать_безвозмездный пользование_рпц тысяча_человек выступать_против передача_исаакиевский собор_рпц просьба_передавать
3,1,google новость топ москва акция против передача исаакиевский собор рпц проходить нарушение москва interfax акция противник передача исаакиевский собор русский православный церковь проходить нарушение сообщать интерфакс пятница пресс служба управление мвд санкт петербург ленинградский область общественный акция рядом google_новость топ_москва акция_против передача_исаакиевский собор_рпц акция_противник передача_исаакиевский собор_русский православный_церковь пресс_служба санкт_петербург ленинградский_область
4,1,газета москва московский патриархия прокомментировать передача исаакиевский собор рпц руководитель юридический служба московский патриархия игумение ксения чернег прокомментировать сообщение исаакиевский собор санкт петербург планироваться передавать рпц передавать фан многолетний опыт воссоздание храм процесс начинаться прошлый век храм передавать плачевный состояние фундамент стена причем происходить регион крупный город менее церковь смочь восстанавливать возрождать богослужебный жизнь объект поддерживать надлежащий состояние государство частично участвовать процесс объект церковь восстанавливать думать вопрос содержание исаакий несколько надуманный поскольку храм находиться целый удовлетворительный состояние сказать исаакиевский собор планировать передавать рпц конец московский_патриархия передача_исаакиевский собор_рпц московский_патриархия исаакиевский_собор санкт_петербург передавать_рпц исаакиевский_собор передавать_рпц
5,1,top real estate topre москва петербуржец протестовать против передача церковь исаакиевский храм вечер вторник утро среда петиция против передача исаакиевский храм северный столица русский православный церковь подписывать менее тыс человек докладывать рамблер новость ссылаться change org служба дело однако служба вестись думать нужный остальной мера объявлять депутат автор петиция располагать сайт change org обращаться георгий полтавченко владимир путин просьба останавливать передача храм основной мысль петербуржец доносить касаться передача монумент ограничивать открытый доступ житель турист посещение данный храм необходимо собирать подпись противник передача исаакиевский собор церковь проводить протестный акция ступень храм пройти формат встреча депутат губернатор санкт петербург георгий полтавченко проинформировать решение передавать исакиевский храм использование русский православный церковь сохранение немой музей петиция против передача исаакиевский собор рпц ночь набирать тысяча голос протестовать_против петиция_против передача_исаакиевский северный_столица русский_православный тыс_человек change_org change_org георгий_полтавченко владимир_путин передача_храм противник_передача исаакиевский_собор формат_встреча губернатор_санкт петербург_георгий русский_православный петиция_против передача_исаакиевский собор_рпц набирать_тысяча
6,1,findnews москва полиция насчитывать участник акция против передача исаакиевский собор рпц петербург фото иа росбалт софья мохов около двести человек принимать участие акция противник передача исаакиевский собор русский православный церковь прошедший центр петербург сообщать корреспондент росбалт источник правоохранительный орган северный столица нарушение общественный порядок акция допускать добавлять народный сход против решение губернатор петербург георгий полтавченко передача исаакиевский собор рпц проходить вечер пятница исаакиевский площадь акция принимать участие депутат городской парламент алексей ковалев борис вишневский максим резник течение час отвечать вопрос петербуржец ранее сообщаться московский патриархат рпц получать исаакиевский собор безвозмездный пользование findnews_москва участник_акция против_передача исаакиевский_собор принимать_участие акция_противник передача_исаакиевский собор_русский православный_церковь правоохранительный_орган северный_столица народный_сход губернатор_петербург георгий_полтавченко передача_исаакиевский собор_рпц исаакиевский_площадь принимать_участие городской_парламент алексей_ковалев борис_вишневский максим_резник ранее_сообщаться московский_патриархат исаакиевский_собор безвозмездный_пользование
7,1,правда info pravda info москва ленинградец собираться исаакий государство отдавать поп исаакиевский площадь проходить народный сход против передача исаакиевский собор ведение русский православный церковь акция присутствовать также депутат законодательный собрание петербург максим резник борис вишневский алексей ковалев мероприятие проводить вид встреча депутат избиратель собираться около петербуржец встреча плакат лозунг просто живой общение неравнодушный житель петербург представлять коллективный депутатский запрос просьба отменять постановление передача собор ведение рпц сообщать дп депутат зс борис вишневский также сообщать встреча подписывать официальный заявка проведение митинг против передача исаакиевский собор рпц митинг состояться марсовый поле алексей ковалев речь напоминать собираться петербуржец исаакиевский собор принадлежать церковь также обвинять русский православный церковь раскалывание общество заявлять необходимость отправлять отставка ответственный принятие решение передавать собор ведение рпц многие житель петербург выступать против решение передавать собор ведение церковь петиция адресовать губернатор георгий полтавченко набирать свыше тыс подпись напоминать смольный опубликовывать распоряжение передача исаакиевский собор московский патриархат рпц документ размещать сайт комитет имущественный отношение следовать передача собор безвозмездный управление церковь уходить однако появление официальный документ вносить особый ясность ситуация музейный коллекция неужели приходиться увольнять работник учреждение платить содерждание собор распределяться деньги собирать посетитель вопрос оставаться ответ говорить участник пресс конференция росбалт директор государственный музей памятник исаакиевский собор николай буров считать целесообразный передача объект церковь увольнять статья профнепригодность должный заниматься развитие музей потерпеть фиаско пошутить буров знать называться музей знать заниматься разрушать разукрупленный хозяйство директор напоминать принимать музей годовой доход млн рубль оставлять доход млн рубль посещаемость музей вырастать млн млн посетитель открытый данные свидетельствовать музей предыдущий действительно самостоятельно зарабатывать деньги согласно официальный информация доход музей продажа билет составлять млн рубль млн рубль учреждение получать вид субсидия итого денежный поступление музей достигать млн рубль расход оплата труд сотрудник транспортный коммунальный услуга прочее составлять млн рубль образ учет вычет расход прибыль организация достигать млн рубль музей завершать плюс официальный данный общий сумма кассовый поступление музей учет субсидия составлять млн рубль общий расход млн рубль прибыль итог млн рубль вица губернатор северный столица михаил мокрецов заявлять исаакиевский собор изменять статус храм оставаться собственность петербург находиться баланс город вероятно означать передача собор церковь платить содержание реставрация приходиться город вчерашний пресс конференция руководитель комиссия взаимодействие рпц музейный сообщество епископ егорьевский тихон говорить текущий реставрационный работа обслуживание исаакиевский собор осуществляться счет средство местный православный община рпц рассчитывать помощь государство случай проведение собор глобальный реставрационный работа глобальный работа оставаться неясный идти речь церковь попросить субсидия федеральный бюджет минкульт пояснять невозможный здание давно баланс город николай буров признаваться беспокоиться дальнейший судьба таки являться профессор университет уметь выступать театральный подмостки вообще получать государство пенсия действительно беспокоить судьба работник учреждение вопрос сохранность музейный коллекция пример подвал собор находиться уникальный блокадный экспозиция просто невозможно либо вынести депутат законодательный собрание алексей ковалев обращать внимание журналист непонятный рпц получать доход музейный деятельность согласно закон возвращение имущество религиозный организация церковь должный использовать объект соответствие устав парламентарий сомневаться устав рпц слово коммерческий деятельность связанный организация экскурсия ленинградец собираться исаакий государство отдавать поп info_москва исаакиевский_площадь народный_сход против_передача исаакиевский_собор русский_православный депутат_законодательный собрание_петербург максим_резник борис_вишневский алексей_ковалев вид_встреча депутат_избиратель житель_петербург передача_собор ведение_рпц борис_вишневский заявка_проведение митинг_против передача_исаакиевский собор_рпц марсовый_поле алексей_ковалев исаакиевский_собор русский_православный отправлять_отставка принятие_решение собор_ведение житель_петербург выступать_против собор_ведение губернатор_георгий передача_исаакиевский московский_патриархат комитет_имущественный передача_собор пресс_конференция государственный_музей памятник_исаакиевский собор_николай млн_рубль млн_рубль млн_рубль млн_рубль млн_рубль млн_рубль млн_рубль млн_рубль млн_рубль млн_рубль вица_губернатор северный_столица михаил_мокрецов исаакиевский_собор оставаться_собственность передача_собор пресс_конференция музейный_сообщество реставрационный_работа исаакиевский_собор реставрационный_работа николай_буров депутат_законодательный алексей_ковалев обращать_внимание музейный_деятельность имущество_религиозный
8,1,голос америка golos ameriki москва исаакиевский собор автор плотников анна историк музейный работник гражданский активист против передача санкт петербург обостряться ситуация вокруг возможный передача исаакиевский собор русский православный церковь конец появляться неофициальный информация губернатор георгий полтавченко подготовить соответствующий распоряжение оглашать сразу праздник градоначальник заявлять вопрос решать добавлять договоренность патриарх собор сохранять музейный просветительский функция работать работать вопрос передача крупный санкт петербург собор собственность рпц возникать впервые гражданский активист представитель оппозиционный фракция городской законодательный собрание санкт петербург надеяться удаваться отстаивать исаакиевский собор передача рпц отмечать fb лидер фракция яблоко борис вишневский данный случай реституция никакой правовой основание статья федеральный закон фз передача имущество религиозный организация уполномоченный орган обязанный размещать официальный сайт сеть интернет принимать рассмотрение заявление религиозный организация недельный срок принятие заявление рассмотрение интернет значит никакой официальный заявление религиозный организация существовать никакой решение считать депутат вопрос политический сугубо финансовый коллега вишневский городской парламент депутат фракция партия рост председатель комиссия образование культура наука максим резник комментарий голос америка сказать память прекрасный пример охта центр мнение многие ситуация абсолютно безнадежный менее разрешаться интерес город думать символ усилие напрасный случай нужно действовать вопрос происходить смочь отвечать резник подчеркивать вопрос принадлежность исаакиевский собор политический никак связанный отношение иной горожанин власть статус крым война сирия знакомый событие петербуржец несмотря возможный разногласие вопрос иной форма заявлять позиция исаакий уверенный смочь отстаивать считать политик максим резник добавлять собор приносить город значительный доход именно качество посещать туристический объект лишь прошлый побывать млн российский зарубежный турист лишний подтверждать тезис ситуация развиваться правовой плоскость религиозный вопрос сугубо финансовый сегодня выступать передача собор город религиозный конфессия озабочивать исключительно стяжательство считать председатель комиссия образование культура наука городской законодательный собрание санкт петербург максим резник серебряный рубль деревянный директор государственный бюджетный учреждение культура государственный музей памятник исаакиевский собор народный артист российский федерация николай буров сообщать реставрация храм ежегодно затрачиваться мало миллион рубль повторять реставрационный работа проводить послевоенный время гарантия значительно время даваться предшественник отмечать буров беседа корреспондент голос америка целое собор тратить восстановительный работа мало половина бюджет бюджет значительно меняться директор музей памятник свидетельствовать бюджет составлять миллион рубль миллион увеличивать цена билет течение последний семь прошлый таки умудряться собирать бюджет миллион рубль рассказывать николай буров отмечать интересный совпадение новый система подсветка исаакиевский собор потратить миллион рубль ровно столько сколько xix век потратить строительство разница лишь напоминать директор музей памятник царский рубль серебряный нынешний принимать называть деревянный вопрос количество прихожанин исаакиевский собор николай буров отвечать судя приходить служба сорок восемьдесят человек сегодня рано мало расти приход наверно мало приход многий старый храм собеседник голос америка также отмечать никакой пожертвование собор сторона рпц взять пожертвование сегодняшний являться скоро благотворитель помогать приход поддерживать приход заикаться возмещение хотя принцип привлекать ответственность точка зрение существующий закон нарушать правило считать должный шефствовать приход бесплатно принимать паломнический группа организовывать экскурсовод человек праздный турист ехать прикасаться храм главный российский империя подчеркивать николай буров ничто мешать называть исаакиевский собор действующий храм противник передача исаакиевский собор русский православный церковь напоминать дореволюционный время принадлежать рпц директор санкт петербургский институт история российский академия наука николай смирнов отмечать заключаться государственный политика время исаакиевский собор находиться ведение министерство внутренний дело никто удивлять напоминать смирнов продолжать правда русский православный церковь говорить условие церковь государство разделять равный ведомство проходить иной сооружение однако историк полагать утверждение лукавство истина подчеркивать высказывать личный точка зрение николай смирнов разговор корреспондент голос америка сказать никакой целесообразность точка зрение культура передача исаакиевский собор рпц интерес русский православный церковь получать рука сооружение приносить прибыль удивляться условие сегодня существовать подобный мысль голова иерарх рпц присутствовать отмечать эксперт кстати помимо доход непосредственно использование собор церковь заявлять получать субсидия город удивлять говорить николай смирнов условие власть позволять церковь подобный явление вполне закономерный директор санкт петербургский институт история подчеркивать исаакиевский собор являться культовый сооружение оставаться памятник культура архитектура революция исаакий приходский храм ничто мешать называть действующий храм насколько знать служба вестись ежедневно никто смущать крайне непонятный ситуация служитель церковь заявлять неприятно время ведение служба видеть расхаживать зал служитель музей поделать научаться обращать внимание церковь выполнять функция служитель музей советовать ученый историк вечер пятница ступень исаакиевский собор намечать народный сход участник выражать протест против передача собор русский православный церковь упоминать факт николай смирнов отмечать мнение давать вопрос должный решаться путем уличный акция ход переговоры представитель рпц городской власть жить светский государство диалог вполне возможный ситуация вопрос решаться принцип нравиться отдавать нормальный считать сведение московский патриархия передавать храм спас кровь юридически входить комплекс гмп исаакиевский собор частность обмолвиться николай буров кстати вопрос голос америка планировать оставаться директор комплекс передача исаакиевский собор русский православный церковь буров уклончиво замечать собираться пожить немножко свет отвечать поставлять многоточие голос_америка исаакиевский_собор музейный_работник против_передача санкт_петербург ситуация_вокруг передача_исаакиевский собор_русский православный_церковь губернатор_георгий сохранять_музейный просветительский_функция санкт_петербург законодательный_собрание санкт_петербург исаакиевский_собор борис_вишневский правовой_основание федеральный_закон имущество_религиозный официальный_сайт заявление_религиозный заявление_религиозный городской_парламент партия_рост максим_резник голос_америка исаакиевский_собор максим_резник лишний_подтверждать передача_собор законодательный_собрание санкт_петербург максим_резник учреждение_культура государственный_музей памятник_исаакиевский народный_артист российский_федерация николай_буров миллион_рубль реставрационный_работа голос_америка директор_музей миллион_рубль миллион_рубль николай_буров исаакиевский_собор миллион_рубль столько_сколько директор_музей исаакиевский_собор николай_буров голос_америка точка_зрение закон_нарушать николай_буров исаакиевский_собор противник_передача исаакиевский_собор русский_православный санкт_петербургский николай_смирнов исаакиевский_собор русский_православный точка_зрение николай_смирнов голос_америка точка_зрение передача_исаакиевский собор_рпц русский_православный николай_смирнов санкт_петербургский исаакиевский_собор обращать_внимание исаакиевский_собор народный_сход протест_против передача_собор русский_православный николай_смирнов городской_власть московский_патриархия спас_кровь гмп_исаакиевский николай_буров голос_америка передача_исаакиевский собор_русский православный_церковь
